レア度,フォト名,属性,入手,実装日,ページURL,イラストレーター名,変化前アイコンURL,変化後アイコンURL,とくせい(変化前),とくせい(変化後),Lv.1たいりょく,Lv.1こうげき,Lv.1まもり,変化前たいりょく,変化前こうげき,変化前まもり,変化後たいりょく,変化後こうげき,変化後まもり,,EOH
3,お料理教室,足跡,%%限定%%~~恒常&sup(){[[※2>#koujouoti]]}~~イベ報酬,2019/12/13,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/rQGI23Qm0r.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/JZ_9Wbn7bM.png,ひやひや耐性（低）が増加する,ひやひや耐性(&color(red){中})が増加する,300,121,171,696,201,397,900,243,513,,
4,蛇の王,足跡,%%限定%%~~恒常&sup(){[[※2>#koujouoti]]},2019/12/18,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Cj2Yl3fSBX.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/8RGaKvyZn0.png,与ダメージと攻撃命中率が6%増加する,与ダメージと攻撃命中率が&color(red){8%}増加する,445,361,38,1077,873,91,1335,1083,114,,
2,ジャパまんフォト☆２,,その他,2019/12/25,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/1sZ0GaKjUh.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/1sZ0GaKjUh.png,なし(強化用素材),なし(強化用素材),0,0,0,0,0,0,0,0,0,,
4,にゅーいやー！,足跡,%%限定%%~~準恒常&sup(){[[※3>#koujouoti]]},2020/01/01,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/1ctN52L7J5.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/X2KmSWLf8P.png,くらくら耐性（中）が増加する,くらくら耐性（中）と&color(red){すやすや耐性(小)}が増加する,777,111,222,1880,268,537,2331,333,666,,
3,ゆきやコンコン,青,限定~~イベ報酬,2020/01/01,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/4jpUiVU_XU.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/WcjhVLp48T.png,地形が寒冷地の場合、与ダメージが5%増加し~~攻撃命中率が5%増加する,地形が寒冷地の場合、与ダメージが&color(red){7%}増加し~~攻撃命中率が&color(red){7%}増加する,196,261,136,455,606,315,588,783,408,,
4,晴れ姿,青,%%限定%%~~準恒常&sup(){[[※3>#koujouoti]]},2020/01/01,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/W4CWHYJFPx.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/i1ymmSxtYH.png,たいりょくが60％以上のとき~~相手全体のかいひを10％減少させる,たいりょくが&color(red){30％以上}のとき~~相手全体のかいひを10％減少させる,234,345,102,566,835,246,702,1035,306,,
3,あたらしい仲間,足跡,配布,2020/01/09,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/b44ViAVEVj.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/P_OwC8JKif.png,攻撃命中率が8%増加する,攻撃命中率が&color(red){10%}増加する,900,0,0,2089,0,0,2700,0,0,,
4,しあわせのうたごえ,青,限定,2020/01/16,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/3Ssspk8UJt.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/FkbQeODcXS.png,たいりょくが50％以上のとき毎ターンMPが3増加し~~たいりょくが50％以下のとき毎ターンたいりょくが6%回復する,たいりょくが50％以上のとき毎ターンMPが4増加し~~たいりょくが50％以下のとき毎ターンたいりょくが&color(red){8%}回復する,334,257,290,806,620,700,1000,769,868,,
3,ぷろのどうぐ,足跡,限定~~イベ報酬,2020/01/16,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/dCA_KcnIhD.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Ns39caFSsg.png,少しだけ狙われにくくなる,少しだけ狙われにくくなり~~&color(red){かいひが4％増加する},211,222,197,489,515,457,633,666,591,,
3,おーぷんかーなのだ！,青,限定~~イベ報酬,2020/01/31,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/kzZ8qju4xB.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/NNoXaUWJPp.png,たいりょくが60%以上のとき~~与ダメージが2%増加し、被ダメージが4%減少する,たいりょくが60%以上のとき~~与ダメージが&color(red){3%}増加し、被ダメージが&color(red){6%}減少する,370,87,299,857,200,694,1108,259,897,,
4,本には知識がたくさんです,足跡,%%限定%%~~準恒常&sup(){[[※3>#koujouoti]]},2020/01/31,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/tnjM_bhXFq.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/NGUJB_yxvb.png,「Action!」の与ダメージが10%増加する,「Action!」の与ダメージが&color(red){12%}増加する,420,260,238,1015,627,574,1259,778,712,,
4,モコモコチョコケーキ,足跡,限定,2020/02/03,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/siNGVSjBEh.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/NXiO10Qta2.png,毎wave開始時に被ダメージが5.5%減少する~~（発動回数：4回）,毎wave開始時に被ダメージが&color(red){6%}減少する~~（発動回数：&color(red){5回}）,188,331,266,455,800,643,564,992,798,,
4,おひるね仲間,青,%%限定%%~~準恒常&sup(){[[※3>#koujouoti]]},2020/02/14,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/zERDeAHSP8.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/MPn2hPYGVk.png,たいりょくが60%以下のときたいりょくが10%回復する~~（発動回数：1回）,たいりょくが&color(red){90%以下}のときたいりょくが&color(red){20%}回復する~~（発動回数：1回）,379,291,217,916,702,524,1136,871,650,,
3,つわものを求めて,足跡,限定~~イベ報酬,2020/02/14,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/e85K5oU8I_.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/ViKZKG9ZE3.png,バトル開始時にMPが6増加する,バトル開始時にMPが&color(red){8}増加する,332,247,95,770,573,220,996,741,285,,
4,いっしょにたべよう,足跡,探検！迷宮ゾーン,2020/02/28,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/PAPcqTAfVZ.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/zVKnLU9BHR.png,なし,&color(red){自身がギブアップになるダメージを受けたとき~~たいりょく1で耐える~~（発動回数：1回）※たいりょく1のときには発動しない},500,334,167,1210,806,403,1500,1000,500,,
3,ジャパリ団参上！,青,限定~~イベ報酬,2020/02/28,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/cWpaR97a8Y.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/pLYTUQWMGO.png,少し狙われやすくなる,少し狙われやすくなり~~&color(red){かいひが3%増加する},289,100,325,669,232,754,865,300,975,,
4,はなまるだね！,足跡,探検！迷宮ゾーン,2020/02/28,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/WeZ0LKhkCt.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/EjfGJZnz68.png,なし,&color(red){どく、くらくら、すやすや、くたくた、ひやひや~~からげんき、ズキンズキン状態にならない},500,334,167,1210,806,403,1500,1000,500,,
4,りーどあぶっく,青,%%限定%%~~準恒常&sup(){[[※3>#koujouoti]]},2020/02/28,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/ZtasxGLHmW.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/p5RWMVfTbZ.png,たいりょくが100%以上のとき与ダメージが9%増加し~~かいひが4%増加する,たいりょくが100%以上のとき与ダメージが&color(red){11%}増加し~~かいひが&color(red){5%}増加する,514,233,223,1242,563,539,1540,698,668,,
4,マイルカの楽園,青,%%限定%%~~準恒常&sup(){[[※3>#koujouoti]]},2020/03/06,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/LQjryldCIB.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/1sBmFOiSh6.png,たいりょくが80％以下のときと50％以下のとき~~MPが9増加する（発動回数：1回ずつ）,たいりょくが80％以下のときと50％以下のとき~~MPが&color(red){12}増加する（発動回数：1回ずつ）,86,86,667,206,206,1613,256,256,2000,,
3,オーダー！,青,配布,2020/03/12,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/u463CLBhUS.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/er5uu68R0k.png,たいりょくが100%以上のとき~~毎ターンMPが3増加する,たいりょくが100%以上のとき~~毎ターンMPが&color(red){4}増加する,179,216,100,414,499,232,536,645,300,,
4,がぶっとお仕置き,青,限定,2020/03/18,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/XqBvCxfFHY.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/t2FerKN9hK.png,たいりょくが50％以上のとき~~フレンドリー（緑）属性の相手に対して~~与ダメージが12％増加する,たいりょくが&color(red){30％以上}のとき~~フレンドリー（緑）属性の相手に対して~~与ダメージが&color(red){15％}増加する,333,340,174,804,822,419,997,1019,520,,
3,レッスン！レッスン！,青,限定~~イベ報酬,2020/03/18,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/ewlhvYcxZB.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/8f3LVY9ugh.png,たいりょくが60％以下のとき~~たいりょくが5％回復し、MPが5増加する~~（発動回数：1回）,たいりょくが60％以下のとき~~たいりょくが&color(red){6％}回復し、MPが&color(red){6}増加する~~（発動回数：1回）,352,153,216,816,355,500,1055,459,647,,
4,てさぐりニュースタイル,足跡,%%限定%%~~準恒常&sup(){[[※3>#koujouoti]]},2020/04/01,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/0ZuDZ7Sbh_.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/cRqg2OB5B2.png,くらくら耐性（小）が増加する~~さらに与ダメージとかいひが5%増加する,くらくら耐性（小）が増加する~~さらに与ダメージと&color(red){攻撃命中率と}かいひが5%増加する,670,256,103,1620,619,249,2009,768,309,,
3,ふたりでお出かけ,青,限定~~イベ報酬,2020/04/01,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/PkyIVHM41V.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/McF72qohVI.png,たいりょくが80%以上のとき攻撃命中率が10%増加する,たいりょくが80%以上のとき攻撃命中率が&color(red){14%}増加する,272,298,58,630,690,134,814,892,174,,
4,試作品プラモ type-SC,青,限定,2020/04/03,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/7KY0pOfmXq.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/hu8R5M0yJe.png,たいりょくが50%以上のとき~~アクティブ (黄緑) 属性の相手に対して~~与ダメージが12%増加する,たいりょくが&color(red){30%以上}のとき~~アクティブ (黄緑) 属性の相手に対して~~与ダメージが&color(red){15%}増加する,350,303,215,847,733,520,1050,909,645,,
3,スイーツ？スイーツ！,足跡,限定~~イベ報酬,2020/04/27,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/wEo1dzra9Z.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/ft6VOvXXrb.png,「Try!!」の与ダメージが7%増加する,「Try!!」の与ダメージが&color(red){10%}増加する,326,265,74,756,614,171,978,794,221,,
4,本気のきーっく,青,限定,2020/04/27,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/99PDwVpz2D.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/Xzdmug3LkU.png,たいりょくが60%以上のとき~~与ダメージと攻撃命中率が8%増加する,たいりょくが&color(red){50%以上}のとき~~与ダメージと攻撃命中率が&color(red){10%}増加する,622,229,168,1504,554,405,1864,687,503,,
4,かけっこインターバル,青,限定,2020/05/11,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/buERaAgMIn.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/V4RFt0U7Vz.png,与ダメージが5%増加し、~~たいりょくが50%以下のとき~~追加で「Try!!」の与ダメージが7%増加する,与ダメージが&color(red){7%}増加し、~~たいりょくが50%以下のとき~~追加で「Try!!」の与ダメージが&color(red){9%}増加する,354,307,208,856,741,503,1062,919,624,,
3,突入作戦！,足跡,限定~~イベ報酬,2020/05/11,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/iWc5EigZxI.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/VYZfmSAZQN.png,与ダメージが4%増加する,与ダメージが&color(red){6%}増加する,292,230,142,678,532,329,876,688,426,,
4,参謀の秘術！,青,限定,2020/05/14,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/9uR7Kfj4Zt.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/obTRbqh0JK.png,たいりょくが50%以上のとき~~マイペース(水)属性の相手に対して~~与ダメージが12%増加する,たいりょくが&color(red){30％以上}のとき~~マイペース(水)属性の相手に対して~~与ダメージが&color(red){15％}増加する,179,250,386,432,603,932,536,748,1156,,
3,正義の味方,青,配布,2020/05/26,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/9vh1bQgaD3.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/g9qlswqAUw.png,たいりょくが50%以上のとき毎ターンMPが1増加し~~かいひが2%増加する,たいりょくが50%以上のとき毎ターンMPが&color(red){2}増加し~~かいひが&color(red){3%}増加する,323,121,153,748,280,351,967,363,454,,
3,わたしのできること,青,限定~~イベ報酬,2020/06/02,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/GJ85ZgEmpF.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/kcjfTuLAZQ.png,毎ターンプラズムチャージの効果が1回追加される~~さらにたいりょくが50%以上のとき~~「Try!!」の与ダメージが4%増加する,毎ターンプラズムチャージの効果が1回追加される~~さらにたいりょくが50%以上のとき~~「Try!!」の与ダメージが&color(red){6%}増加する,144,159,324,333,367,751,431,475,971,,
4,一点集中サーベルピック,足跡,限定,2020/06/02,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/mgBCsCdIhp.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/QgkwRyqKRk.png,フレンドリー(緑)属性の相手に対して~~与ダメージが7%増加し、被ダメージが4%減少する,フレンドリー(緑)属性の相手に対して~~与ダメージが&color(red){9%}増加し、被ダメージが&color(red){6%}減少する,205,299,93,496,723,224,615,897,278,,
3,Rockin' time,足跡,限定~~イベ報酬,2020/06/09,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/JQUC0bCCk0.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/QOGTAXeQgz.png,ひやひや耐性（低）が増加する,ひやひや耐性（低）が増加し、&color(red){被ダメージが10%減少する},271,253,121,628,587,280,812,759,362,,
4,誇りを手に！！！,足跡,限定,2020/06/09,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/CIrcotudSl.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/ZA462PbN1S.png,たいりょくが50%以上のとき~~ファニー(赤)属性の相手に対して~~与ダメージが12%増加する,たいりょくが&color(red){30%以上}のとき~~ファニー(赤)属性の相手に対して~~与ダメージが&color(red){15%}増加する,312,328,201,754,793,486,935,984,603,,
4,お水をどうぞ～♪,青,限定,2020/06/16,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/_n2s9eYjP7.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/c3JZ18BxmR.png,自身のたいりょくが50%以下のとき~~アクティブ(黄緑)属性の味方のMPが7増加する~~（発動回数：1回）,自身のたいりょくが50%以下のとき~~アクティブ(黄緑)属性の味方のMPが&color(red){10}増加する~~（発動回数：1回）,403,158,389,975,381,941,1209,473,1167,,
3,砂漠のキャンバス,足跡,限定~~イベ報酬,2020/06/30,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/gbrJg_baWu.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/JnqribKTmQ.png,かいひが1%増加する~~地形がさばくの場合、さらにかいひが2%増加する,かいひが&color(red){2%}増加する~~地形がさばくの場合、さらにかいひが&color(red){3%}増加する,304,224,144,704,519,333,910,671,431,,
4,天かける想い,青,限定,2020/06/30,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Iwy46Wq7_o.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/o5TPbqtgcP.png,たいりょくが30%以下のとき~~たいりょくが15%回復する（発動回数：1回）,たいりょくが30%以下のとき~~たいりょくが&color(red){25%}回復する（発動回数：1回）,569,181,265,1376,437,640,1706,542,794,,
4,ホワイトハンティング,青,限定,2020/07/10,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/LebCjxIFih.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/3FgBhzaDlq.png,強敵出現waveの場合、毎ターンたいりょくが2%回復し~~強敵からの被ダメージが10%減少する,強敵出現waveの場合、毎ターンたいりょくが&color(red){3%}回復し~~強敵からの被ダメージが&color(red){13%}減少する,679,140,262,1641,337,633,2035,418,785,,
4,しっぴつかつどう,足跡,限定,2020/07/21,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/vx7Ld21PzN.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/KBES_mGlKr.png,どく耐性（中）とすやすや耐性（中）が増加する,どく耐性（中）とすやすや耐性（中）と~~&color(red){からげんき耐性（中）}が増加する,407,188,345,985,455,833,1221,564,1033,,
3,ぬくぬく湯上り,青,限定~~イベ報酬,2020/07/21,,,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/p5cuONAIvb.png,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/mztb5k5ePM.png,たいりょくが30%以下のとき~~たいりょくが7%回復し、MPが4増加する~~（発動回数：1回）,たいりょくが30%以下のとき~~たいりょくが&color(red){9%}回復し、MPが&color(red){5}増加する~~（発動回数：1回）,684,79,136,1586,182,314,2050,236,406,,
3,オーシャン・カフェ,足跡,限定~~イベ報酬,2020/07/29,,,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/4d76pom6Lg.png,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/e_gDSFWv4J.png,毎ターンたいりょくが1%回復する,毎ターンたいりょくが&color(red){3%}回復する,133,210,134,308,486,309,399,628,400,,
