ID,フレンズ名,属性違い二つ名,HC,ページURL,属性,サブ属性,実装日,実装種別,実装種別詳細,一覧順,アイコンURL,初期けも級,野生大解放,12ポケ,特別衣装数,CV,かいひ,かいひ野生5,ぷらずむ,Beatフラッグ,Actionフラッグ,Tryフラッグ,Beat補正,Action補正,Try補正,Beat補正野生5,Action補正野生5,Try補正野生5,Lv最大けもステ,Lv最大たいりょく,Lv最大こうげき,Lv最大まもり,Lv90けもステ,Lv90たいりょく,Lv90こうげき,Lv90まもり,Lv99けもステ,Lv99たいりょく,Lv99こうげき,Lv99まもり,Lv90野生5けもステ,Lv90野生5たいりょく,Lv90野生5こうげき,Lv90野生5まもり,Lv99野生5けもステ,Lv99野生5たいりょく,Lv99野生5こうげき,Lv99野生5まもり,☆1Lv1たいりょく,☆1Lv1こうげき,☆1Lv1まもり,☆1Lv90たいりょく,☆1Lv90こうげき,☆1Lv90まもり,☆1Lv99たいりょく,☆1Lv99こうげき,☆1Lv99まもり,☆1野生解放1たいりょく,☆1野生解放1こうげき,☆1野生解放1まもり,☆1野生解放2たいりょく,☆1野生解放2こうげき,☆1野生解放2まもり,☆1野生解放3たいりょく,☆1野生解放3こうげき,☆1野生解放3まもり,☆1野生解放4たいりょく,☆1野生解放4こうげき,☆1野生解放4まもり,☆1野生解放5たいりょく,☆1野生解放5こうげき,☆1野生解放5まもり,☆1野生解放1-4合計たいりょく,☆1野生解放1-4合計こうげき,☆1野生解放1-4合計まもり,☆1野生解放1-5合計たいりょく,☆1野生解放1-5合計こうげき,☆1野生解放1-5合計まもり,Lv100+上昇パターン,けものミラクル技名,けものミラクル効果Lv1,けものミラクル効果Lv5,けものミラクル必要MP,けものミラクル＋,とくいわざ技名,とくいわざ効果,たいきスキル技名,たいきスキル効果,たいきスキル発動率,たいきスキル発動回数,とくせい技名,とくせい効果,キセキとくせい技名,キセキとくせい効果,なないろとくせい技名,なないろとくせい効果,自己紹介テキスト,ずかんテキスト,動物フォト属性,動物フォトとくせい効果変化前,動物フォトとくせい効果変化後
スナネコ,スナネコ,,,,ラブリー,,Tue Sep 24 2019 00:00:00 GMT+0900 (日本標準時),恒常,初期,30,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/Ai6qwQHbJh.png,4,〇,〇,3,,0.06,0.062,20,1,"10,20,25",30,0.06,0.05,0.05,0.06999999999999999,0.060000000000000005,0.060000000000000005,39514,15619,6912,3141,46030,18194,8052,3659,48653,19230,8511,3868,,,,,53459,21128,9352,4250,2009,889,404,10045,4445,2019,10986,4862,2209,,,,,,,,,,,,,1726,764,347,6495,2875,1307,8221,3639,1654,こうげき+50型,,,,,,,,,,,,,,,,おもてなしの気持ち,自身の与ダメージが5%増加し、かいひが5%増加する~~さらに自身がギブアップ状態でないとき~~マイペース(水)属性の相手の攻撃命中率を5%減少させ~~アクティブ(黄緑)属性の相手のかいひを5%減少させる,,,,,
ロイヤルペンギン,ロイヤルペンギン,,,,フレンドリー,,Tue Sep 24 2019 00:00:00 GMT+0900 (日本標準時),恒常,初期,31,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/j500HPIQEM.png,4,〇,〇,4,,0.01,0.012,20,2,"10,15",30,0.05,0.05,0.06,0.06,0.06,0.07,40459,16488,6508,3872,47123,19208,7582,4505,49801,20300,8013,4761,,,,,54723,22305,8805,5232,2121,837,515,10605,4185,2486,11598,4577,2719,,,,,,,,,,,,,1823,720,428,6856,2707,1609,8679,3427,2037,こうげき+50型,,,,,,,,,,,,,,,,みんなと輝くステージへ,相手全体の攻撃命中率を5％減少させる~~さらに自身のたいりょくが50％以下のとき~~自身の被ダメージが10％減少する,,,,,
ギンギツネ,ギンギツネ,,,,ラブリー,,Tue Sep 24 2019 00:00:00 GMT+0900 (日本標準時),恒常,初期,32,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/oEbyx006Ct.png,4,〇,〇,4,,0.01,0.012,20,2,25,"20,30",0.05,0.05,0.06,0.060000000000000005,0.060000000000000005,0.06999999999999999,39129,15702,6593,3394,45583,18292,7681,3953,48177,19333,8118,4178,,,,,52937,21243,8920,4591,2020,848,437,10099,4240,2181,11045,4638,2386,1157,486,250,1488,625,322,1901,798,411,1984,833,429,1736,729,375,6530,2742,1412,8266,3471,1787,たいりょく+50型,,,,,,,,,,,,,,,,新たな発明品,自身の与ダメージが10％増加する~~さらに自身のたいりょくが50％以下のとき~~追加で自身の与ダメージが10％増加する,,,,,
アルパカ・スリ,アルパカ・スリ,,,,フレンドリー,,Tue Sep 24 2019 00:00:00 GMT+0900 (日本標準時),恒常,初期,33,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/ELH334IqQL.png,4,〇,〇,5,,0.01,0.012,10,2,20,"20,30",0.05,0.05,0.06,0.06,0.06,0.07,39912,17659,5790,4207,46486,20572,6746,4895,49132,21742,7130,5174,,,,,53984,23889,7834,5685,2272,745,560,11357,3723,2702,12421,4072,2955,1302,427,310,1673,549,398,2138,701,509,2231,732,531,1952,640,465,7344,2409,1748,9296,3049,2213,たいりょく+50型,,,,,,,,,,,,,,,,これは特別サービス,毎ターン自身のMPが5増加する~~さらにリラックス(青)属性の相手のすやすや耐性(中)を減少させる,,,,,
ジャガー,ジャガー,,,,アクティブ,,Tue Sep 24 2019 00:00:00 GMT+0900 (日本標準時),恒常,初期,34,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/3MKoCUaiQb.png,4,〇,〇,4,,0.06,0.062,40,2,15,"20,30",0.06,0.05,0.05,0.06999999999999999,0.060000000000000005,0.060000000000000005,40561,15011,7224,3440,47251,17487,8415,4008,49943,18483,8894,4237,,,,,54878,20308,9773,4656,1932,929,443,9656,4644,2211,10561,5079,2419,1106,533,254,1422,685,326,1817,875,417,1896,913,435,1659,799,381,6241,3006,1432,7900,3805,1813,こうげき+50型,,,,,,,,,,,,,,,,昨日の私をも越えて,自身の与ダメージが15％増加し~~与ダメージの5％分のたいりょくが回復する,,,,,
アライグマ,アライグマ,,,,ファニー,,Tue Sep 24 2019 00:00:00 GMT+0900 (日本標準時),恒常,初期,35,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/52IyepaSR0.png,4,〇,〇,4,,0.01,0.012,30,3,20,20,0.06,0.05,0.05,0.07,0.06,0.06,41710,18715,5998,4372,48530,21802,6988,5062,51293,23043,7386,5350,,,,,56359,25319,8115,5879,2408,772,671,12038,3857,2793,13166,4219,3055,1379,442,321,1773,569,412,2266,726,526,2364,758,549,2069,663,481,7782,2495,1808,9851,3158,2289,まもり+50型,,,,,,,,,,,,,,,,アライさんパワーで解決！,自身の与ダメージが15％増加する~~さらに自身がギブアップになるダメージを受けたとき、たいりょく1で耐える~~(発動回数：1回)~~※たいりょく1のときには発動しない,,,,,
フェネック,フェネック,,,,リラックス,,Tue Sep 24 2019 00:00:00 GMT+0900 (日本標準時),恒常,初期,36,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/pipHdUfmGp.png,4,〇,〇,4,,0.07,0.074,30,1,"15,20","20,30",0.05,0.05,0.06,0.06,0.06,0.07,39839,16725,5985,4252,46403,19484,6973,4948,49044,20592,7370,5230,,,,,53892,22626,8099,5747,2152,770,565,10756,3850,2730,11764,4211,2986,1233,441,313,1585,567,403,2025,725,515,2113,756,537,1849,662,470,6956,2489,1768,8805,3151,2238,たいりょく+50型,,,,,,,,,,,,,,,,どんなときでもあわてずに,自身の与ダメージが10％増加する~~さらに地形がさばくの場合、自身のかいひが10％増加する,,,,,
ブラックジャガー,ブラックジャガー,,,,マイペース,,Mon Sep 30 2019 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,37,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/xsjcAm_vBU.png,4,〇,〇,3,,0.01,0.012,40,2,"15,20",30,0.06,0.05,0.05,0.07,0.06,0.06,38314,17156,5467,4094,44622,19985,6368,4765,,,,,49280,22071,7033,5262,51821,23208,7396,5533,2207,703,544,11034,3515,2629,,,,,,,,,,,,,,,,1896,604,452,7134,2274,1702,9030,2878,2154,こうげき+50型,,,,,,,,,,,,,,,,日々自己研鑽,自身の与ダメージが13％増加する~~さらにステージの時間が夜の場合~~毎ターン自身のMPが2増加する,,,,,
シロナガスクジラ,シロナガスクジラ,,,,リラックス,,Wed Oct 09 2019 00:00:00 GMT+0900 (日本標準時),恒常,3章,38,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/ixRw74OCCR.png,4,〇,〇,5,,0.01,0.012,10,2,"15,15",20,0.05,0.05,0.06,0.060000000000000005,0.060000000000000005,0.06999999999999999,38075,19648,4920,3798,44528,22852,5740,4513,46953,24134,6071,4716,48866,25286,6329,4825,51294,26569,6660,5029,2490,642,729,12450,3206,3035,13616,3507,3220,1475,357,189,1897,458,243,2423,586,311,2529,611,324,2213,535,284,8324,2012,1067,10537,2547,1351,まもり+50型,,,,,,,,,,,,,,,,海からみんなを見守って,自身の被ダメージが10％減少する~~さらに自身がギブアップした時~~自身を除く味方全体の被ダメージが15％減少する(4ターン)~~(発動回数：1回),,,,,
ヒグマ,ヒグマ,,,,アクティブ,,Thu Oct 17 2019 00:00:00 GMT+0900 (日本標準時),限定,測定,39,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/taHhJcGvS_.png,4,〇,〇,3,,0.006,0.007,10,1,"15,20","20,30",0.06,0.05,0.05,0.07,0.06,0.06,42206,17779,7116,3317,49169,20711,8290,3865,51968,21889,8762,4085,54303,22873,9156,4268,57101,24051,9628,4488,2287,916,427,11435,4576,2132,12506,5005,2332,1310,525,245,1685,674,315,2152,862,402,2246,899,419,1965,787,367,7393,2960,1381,9358,3747,1748,こうげき+50型,,,,,,,,,,,,,,,,更なるサイキョー,相手全体の全体攻撃による被ダメージを10%増加させる~~さらに自身の与ダメージが5％増加する,,,,,
タイリクオオカミ,タイリクオオカミ,,,,フレンドリー,,Thu Oct 24 2019 00:00:00 GMT+0900 (日本標準時),限定,掃除,40,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/EA6MXqRcLU.png,4,〇,〇,4,,0.036,0.037,20,2,15,"20,30",0.06,0.05,0.05,0.07,0.06,0.06,40409,15871,7324,2870,47073,18488,8532,3343,49754,19540,9018,3534,51990,20418,9423,3693,54669,21469,9909,3883,2042,942,369,10207,4710,1844,11163,5152,2017,1170,540,212,1504,694,272,1921,887,348,2005,925,363,1754,810,318,6600,3046,1195,8354,3856,1513,こうげき+50型,,,,,,,,,,,,,,,,日記と絵とともだちと,フレンドリー(緑)属性の味方の与ダメージが10%増加し~~リラックス(青)属性の相手のかいひを10%減少させる,,,,,
ハシビロコウ,ハシビロコウ,,,,ファニー,,Thu Oct 31 2019 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,41,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/9uQeOIdW2k.png,4,〇,〇,4,,0.01,0.012,60,2,10,"20,30",0.05,0.05,0.06,0.06,0.06,0.07,41648,15998,7137,3719,48511,18637,8315,4328,51270,19697,8788,4574,53574,20581,9183,4780,56334,21642,9656,5026,2058,918,495,10289,4590,2388,11253,5020,2612,1179,526,274,1516,677,352,1937,864,450,2021,902,470,1768,789,411,6653,2969,1546,8421,3758,1957,こうげき+50型,,,,,,,,,,,,,,,,相手を逃さない観察眼,自身の与ダメージが15％増加し~~かいひが7％増加する,,,,,
ライオン,ライオン,,,,リラックス,,Fri Nov 08 2019 00:00:00 GMT+0900 (日本標準時),恒常,4章,42,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/QcfXuNTb_p.png,4,〇,〇,8,,0.01,0.012,20,2,"15,15",20,0.05,0.06,0.05,0.060000000000000005,0.06999999999999999,0.060000000000000005,41550,16566,7275,3236,48403,19299,8475,3769,51160,20397,8958,3984,,,,,,,,,2131,936,416,10654,4678,2079,11652,5117,2274,1221,536,239,1570,690,307,2006,881,392,2093,919,409,1831,804,358,6890,3026,1347,8721,3830,1705,こうげき+50型,,,,,,,,,,,,,,,,強くてすごい百獣の王,自身の与ダメージが15％増加し~~強敵出現waveでは追加で10%増加する~~さらにギブアップ中ではない味方が3人以上のとき~~味方全体の与ダメージが10％増加し、被ダメージが10％減少する,,,,,
キンシコウ,キンシコウ,,,,マイペース,,Thu Nov 14 2019 00:00:00 GMT+0900 (日本標準時),限定,測定,43,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/KSKEnur0c_.png,4,〇,〇,2,,0.11,0.112,20,2,"20,20",30,0.05,0.06,0.05,0.06,0.07,0.06,41470,16265,7116,3555,48301,18948,8290,4136,51051,20026,8762,4372,53347,20926,9156,4569,56096,22004,9628,4804,2093,916,473,10461,4576,2282,11441,5005,2496,,,,,,,,,,,,,1798,787,393,6764,2960,1478,8562,3747,1871,こうげき+65型,,,,,,,,,,,,,,,,研鑚の成果,自身のたいりょくが30％以下のとき、自身の与ダメージが15％増加する~~さらにギブアップになるダメージを受けたとき、たいりょく1で耐える~~(発動回数：1回)~~※たいりょく1のときには発動しない,,,,,
アルパカ・ワカイヤ,アルパカ・ワカイヤ,,,,ラブリー,,Thu Nov 21 2019 00:00:00 GMT+0900 (日本標準時),限定,掃除,44,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/uK86S5EOot.png,4,〇,,2,,0.01,0.012,50,2,20,"20,30",0.05,0.05,0.06,0.06,0.06,0.07,41102,17108,6387,4127,47873,19929,7441,4803,50597,21063,7864,5077,52869,22009,8217,5305,55596,23143,8641,5579,2201,822,549,11003,4107,2651,12034,4492,2900,1261,471,304,1621,605,391,2071,774,499,2161,807,521,1891,706,456,7114,2657,1715,9005,3363,2171,たいりょく+50型,,,,,,,,,,,,,,,,スリちゃんと最高の美容室づくり,自身の与ダメージが10％増加し、被ダメージが5％減少する~~さらに自身のたいりょくが30％以下になったとき~~自身のMPが20増加する(発動回数：1回),,,,,
アフリカニシキヘビ,アフリカニシキヘビ,,,,ファニー,,Fri Nov 29 2019 00:00:00 GMT+0900 (日本標準時),恒常,ア2章,45,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/148oZlMntp.png,4,〇,〇,4,,0.01,0.012,30,1,"15,20","20,20",0.05,0.06,0.05,0.060000000000000005,0.06999999999999999,0.060000000000000005,41351,15531,7256,3579,48171,18092,8453,4169,50914,19122,8934,4407,53200,19981,9335,4605,55942,21010,9816,4843,1998,933,461,9988,4665,2301,10924,5102,2517,1145,535,264,1472,688,339,1880,879,434,1962,917,452,1717,802,396,6459,3019,1489,8176,3821,1885,こうげき+50型,,,,,,,,,,,,,,,,いちばんの愛を手に入れたわ,自身の与ダメージが10％増加し~~フレンドリー(緑)属性の相手のかいひを10％減少させる,,,,,
ピーチパンサー,ピーチパンサー,,,,ファニー,,Sat Nov 30 2019 00:00:00 GMT+0900 (日本標準時),限定,  －  ,46,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/t8HeaaGr8v.png,4,〇,〇,2,,0.04,0.042,10,1,"25,25","30,40",0.05,0.05,0.06,0.06,0.06,0.07,42044,16718,7009,3821,48972,19475,8166,4447,51760,20583,8631,4700,54083,21508,9018,4911,56872,22615,9484,5164,2151,902,508,10752,4507,2454,11759,4930,2684,,,,,,,,,,,,,1848,775,422,6952,2916,1588,8800,3691,2010,たいりょく+50型,,,,,,,,,,,,,,,,ほんわか笑顔でおでむかえ,ファニー(赤)属性の味方の被ダメージが10％減少する,,,,,
アイアイ,アイアイ,,,,アクティブ,,Thu Dec 05 2019 00:00:00 GMT+0900 (日本標準時),限定,測定,47,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/oPZ0jTBsM4.png,4,〇,,2,,0.11,0.112,20,2,"15,20",30,0.06,0.05,0.05,0.07,0.06,0.06,40958,16324,7236,3095,47714,19017,8430,3605,50429,20100,8909,3811,52695,21003,9310,3981,55409,22085,9789,4187,2100,931,398,10500,4653,1989,11484,5089,2176,1203,534,228,1547,686,294,1976,876,375,2062,914,391,1805,800,342,6788,3010,1288,8593,3810,1630,こうげき+65型,,,,,,,,,,,,,,,,幸福の象徴,自身のたいりょくが30％以下のとき~~自身の与ダメージが15％増加し、狙われにくくなる,,,,,
ヘラジカ,ヘラジカ,,,,フレンドリー,,Fri Dec 13 2019 00:00:00 GMT+0900 (日本標準時),限定,マップ,48,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/eviAZNMlRm.png,4,〇,〇,3,,0.01,0.012,20,2,"15,20",20,0.06,0.05,0.05,0.07,0.06,0.06,42198,17877,6992,3460,49152,20827,8146,4026,51946,22011,8609,4255,54282,23000,8996,4447,57075,24185,9459,4675,2300,900,460,11499,4496,2221,12576,4917,2429,1318,516,255,1694,663,328,2164,847,419,2258,883,437,1976,773,382,7434,2909,1439,9410,3682,1821,こうげき+50型,,,,,,,,,,,,,,,,守りの誓い,自身の与ダメージが15％増加し~~攻撃命中率が10％増加する,,,,,
キングコブラ,キングコブラ,,,,フレンドリー,,Wed Dec 18 2019 00:00:00 GMT+0900 (日本標準時),限定,マップ,49,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/44qNY1MSDC.jpeg,4,〇,〇,3,,0.01,0.012,20,1,"15,20","20,30",0.05,0.06,0.05,0.06,0.07,0.06,41325,16411,7216,3274,48142,19118,8407,3813,50880,20206,8885,4030,53166,21114,9284,4211,55907,22202,9763,4428,2111,928,421,10555,4640,2103,11544,5075,2300,1210,532,242,1555,684,310,1987,874,397,2073,912,414,1814,798,362,6825,3002,1363,8639,3800,1725,こうげき+50型,,,,,,,,,,,,,,,,信頼される王を目指して,リラックス(青)属性の相手のどく耐性(中)を減少させる,,,,,
キタキツネ,キタキツネ,,,,ラブリー,,Wed Dec 25 2019 00:00:00 GMT+0900 (日本標準時),限定,掃除,50,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/dZKBGhrjEO.jpeg,4,〇,〇,5,,0.04,0.042,10,2,"20,20",20,0.05,0.06,0.05,0.06,0.07,0.06,42421,16239,7389,3631,49415,18917,8607,4230,52225,19993,9096,4471,54576,20892,9506,4672,57385,21967,9995,4913,2089,951,467,10444,4751,2334,11422,5196,2553,1197,545,268,1539,700,344,1966,895,440,2051,933,459,1795,817,402,6753,3073,1511,8548,3890,1913,こうげき+50型,,,,,,,,,,,,,,,,レアアイテムはっけん,自身の与ダメージが10％増加する~~さらに地形が寒冷地の場合~~自身の攻撃命中率とかいひが10％増加する,,,,,
オオセンザンコウ,オオセンザンコウ,,,,リラックス,,Wed Dec 25 2019 00:00:00 GMT+0900 (日本標準時),限定,掃除,51,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/sHgXxWSCZz.jpeg,4,〇,〇,2,,0.01,0.012,30,2,15,"20,30",0.05,0.05,0.06,0.06,0.06,0.07,41479,17885,6151,4359,48258,20836,7165,5047,51004,22021,7573,5334,53295,23010,7913,5574,56042,24196,8321,5861,2301,791,669,11504,3954,2785,12582,4325,3046,1318,454,320,1695,583,411,2165,745,525,2259,777,547,1977,680,479,7437,2559,1803,9414,3239,2282,こうげき+65型,,,,,,,,,,,,,,,,その依頼、私にお任せを,自身のたいりょくが50％以下のとき、~~自身を除く味方全体の与ダメージが10％増加し~~被ダメージが10％減少する,,,,,
チンチラ,チンチラ,,,,ファニー,,Wed Jan 01 2020 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,52,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/D5k5Fc4KRD.png,4,〇,,2,,0.06,0.062,20,2,"15,20",40,0.06,0.05,0.05,0.07,0.06,0.06,42141,17029,7013,3739,49085,19838,8170,4352,51878,20966,8635,4600,54209,21909,9023,4806,57003,23038,9488,5054,2191,902,497,10952,4510,2402,11978,4933,2627,1255,517,276,1614,665,354,2062,849,452,2151,886,472,1883,775,413,7082,2917,1554,8965,3692,1967,こうげき+50型,,,,,,,,,,,,,,,,最高のショーで笑顔をお届け！,バトル開始時に自身のMPが5増加する~~さらに自身の与ダメージが10%増加する,,,,,
ジャイアントペンギン,ジャイアントペンギン,,,,マイペース,,Thu Jan 09 2020 00:00:00 GMT+0900 (日本標準時),恒常,5章,53,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/btAgN1Eu5f.png,4,〇,〇,5,,0.04,0.042,30,2,20,"20,30",0.05,0.05,0.06,0.060000000000000005,0.060000000000000005,0.06999999999999999,41508,17108,6861,3619,48345,19930,7993,4211,51098,21064,8448,4451,,,,,,,,,2201,883,481,11004,4412,2323,12035,4826,2541,1261,506,267,1621,650,343,2071,831,438,2161,867,457,1891,759,400,7114,2854,1505,9005,3613,1905,こうげき+40型,,,,,,,,,,,,,,,,スポットライトの裏側で,味方前列の与ダメージが10％増加する~~さらに自身がギブアップした時~~自身を除く味方全体のかいひが15％増加する(3ターン)~~(発動回数：1回),,,,,
デグー,デグー,,,,リラックス,,Thu Jan 16 2020 00:00:00 GMT+0900 (日本標準時),限定,測定,54,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/t5yj1p49hY.png,4,〇,,2,,0.04,0.042,70,1,10,"20,30,40",0.05,0.05,0.06,0.06,0.06,0.07,41205,15527,7231,3545,48001,18089,8423,4130,50734,19118,8903,4365,53012,19976,9303,4561,55746,21006,9783,4796,1998,930,456,9987,4649,2279,10923,5085,2493,,,,,,,,,,,,,1716,800,392,6457,3008,1475,8173,3808,1867,たいりょく+50型,,,,,,,,,,,,,,,,どきどき興味深々！,自身のかいひが5％増加し~~味方全体の「Try!!」の与ダメージが10%増加する,,,,,
カピバラ,カピバラ,,,,アクティブ,,Thu Jan 23 2020 00:00:00 GMT+0900 (日本標準時),配布,○月招待,55,https://image01.seesaawiki.jp/k/h/kemono_friends3_5ch/zgdnd3Hldv.png,4,〇,,3,,0.01,0.012,20,1,"15,20","20,30",0.05,0.06,0.05,0.060000000000000005,0.06999999999999999,0.060000000000000005,37737,16244,5979,3402,43956,18924,6966,3959,46457,20001,7362,4185,,,,,,,,,2090,769,452,10448,3844,2184,11427,4204,2389,1197,441,251,1539,567,322,1967,724,412,2052,756,430,1796,661,376,6755,2488,1415,8551,3149,1791,まもり+50型,,,,,,,,,,,,,,,,秘湯さがし,毎ターン自身のたいりょくが2％回復する~~さらに自身のたいりょくが100％のとき~~アクティブ(黄緑)属性の味方の与ダメージが15％増加する,,,,,
イワトビペンギン,イワトビペンギン,,,,アクティブ,,Thu Jan 23 2020 00:00:00 GMT+0900 (日本標準時),限定,掃除,56,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/m5YUMZjuwn.png,4,〇,〇,3,,0.04,0.042,20,2,"15,20",20,0.06,0.05,0.05,0.07,0.06,0.06,41989,16371,7346,3427,48917,19071,8558,3993,51705,20156,9046,4221,54026,21062,9452,4410,56811,22147,9939,4638,2106,945,441,10529,4724,2204,11515,5167,2411,1207,542,253,1551,696,325,1982,890,415,2068,928,433,1810,812,379,6808,3056,1426,8618,3868,1805,こうげき+50型,,,,,,,,,,,,,,,,テンポ上げていこうぜ！,自身の与ダメージが10％増加する~~さらに自身のたいりょくが50％以下のとき~~相手全体の被ダメージを5％増加させる,,,,,
マーゲイ,マーゲイ,,,,アクティブ,,Thu Jan 23 2020 00:00:00 GMT+0900 (日本標準時),限定,掃除,57,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/hPuzppOV7V.png,4,〇,,1,,0.01,0.012,40,2,15,"20,30",0.05,0.05,0.06,0.06,0.06,0.07,41826,17786,6481,4077,48671,20720,7551,4721,51441,21899,7981,4989,53753,22883,8340,5213,56524,24062,8770,5482,2288,834,626,11440,4168,2605,12512,4559,2849,1311,478,299,1685,614,384,2153,785,491,2247,819,512,1966,717,448,7396,2696,1686,9362,3413,2134,たいりょく+50型,,,,,,,,,,,,,,,,はぁー…推しって最高だわ！,自身の与ダメージが10％増加し、かいひが5％増加する~~さらにフレンズ戦で自身の攻撃命中率が10％増加し~~コチョコチョ発生率が50％増加する~~※コチョコチョマスターの効果は重複しない,,,,,
アフリカオオコノハズク,アフリカオオコノハズク,,,,マイペース,,Fri Jan 31 2020 00:00:00 GMT+0900 (日本標準時),限定,シナリオ,58,https://image02.seesaawiki.jp/k/h/kemono_friends3_5ch/QvVobxJ_RE.png,4,〇,〇,3,,0.04,0.042,20,2,"15,15",20,0.05,0.06,0.05,0.06,0.07,0.06,42955,16769,7145,4052,50027,19534,8323,4715,52873,20645,8797,4983,55252,21574,9192,5208,58098,22685,9666,5476,2157,919,539,10785,4594,2602,11795,5025,2846,1236,527,299,1589,677,384,2030,865,490,2118,903,511,1854,790,448,6973,2972,1684,8827,3762,2132,たいりょく+50型,,,,,,,,,,,,,,,,私を敬うのです,味方全体の与ダメージが5％増加し~~毎ターン自身のたいりょくが2%回復する,,,,,
